('Total Revenue', '254,190,000.00', '245,122,000.00', '211,915,000.00', '198,270,000.00', '168,088,000.00')
         678126 function calls (659768 primitive calls) in 1.897 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2694    0.001    0.000    0.001    0.000 _markupbase.py:36(getpos)
     5762    0.001    0.000    0.001    0.000 element.py:1586(__bool__)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 certs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
      488    0.000    0.000    0.000    0.000 enum.py:1129(__new__)
      308    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
      412    0.000    0.000    0.000    0.000 _parser.py:265(getwhile)
      854    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
      160    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 idna.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1246(CookieJar)
     2550    0.000    0.000    0.000    0.000 parser.py:127(clear_cdata_mode)
       48    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
      480    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1644(_fill_cache)
     2796    0.000    0.000    0.000    0.000 element.py:2062(descendants)
       24    0.000    0.000    0.000    0.000 enum.py:254(__set_name__)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
      353    0.000    0.000    0.000    0.000 enum.py:850(__setattr__)
        1    0.000    0.000    0.000    0.000 request.py:935(AbstractBasicAuthHandler)
      160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:699(_validate_timestamp_pyc)
      512    0.000    0.000    0.000    0.000 typing.py:1134(_is_dunder)
       42    0.000    0.000    0.000    0.000 response.py:1133(_update_chunk_length)
     2277    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
        1    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:204(get_netrc_auth)
      111    0.000    0.000    0.000    0.000 typing.py:723(<genexpr>)
