('Total Revenue', '254,190,000.00', '245,122,000.00', '211,915,000.00', '198,270,000.00', '168,088,000.00')
         678362 function calls (659984 primitive calls) in 8.725 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1569(_IPv4Constants)
      308    0.000    0.000    0.000    0.000 css_parser.py:238(css_unescape)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
      273    0.000    0.000    0.000    0.000 css_parser.py:334(match)
        3    0.000    0.000    0.000    0.000 feedparser.py:100(push)
        1    0.000    0.000    0.000    0.000 status_codes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
     1402    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       21    0.000    0.000    0.000    0.000 ipaddress.py:1502(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:204(get_netrc_auth)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cookies.py:124(extract_cookies_to_jar)
        1    0.000    0.000    0.000    0.000 status_codes.py:109(_init)
        1    0.000    0.000    0.000    0.000 models.py:351(prepare)
        1    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
       69    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
       66    0.000    0.000    0.000    0.000 functools.py:35(update_wrapper)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
      174    0.000    0.000    0.000    0.000 _parser.py:86(opengroup)
       20    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
      210    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
  208/174    0.000    0.000    0.000    0.000 _compiler.py:436(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 sessions.py:750(merge_environment_settings)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
       17    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
     2511    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      254    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__new__)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
     1754    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 utils.py:826(get_environ_proxies)
        1    0.000    0.000    0.000    0.000 _collections.py:335(extend)
      210    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
      322    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _meta.py:8(PackageMetadata)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
        8    0.000    0.000    0.000    0.000 message.py:494(get)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
  581/562    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
      193    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
       43    0.000    0.000    0.000    0.000 enum.py:390(__setitem__)
       81    0.000    0.000    0.000    0.000 typing.py:1454(<genexpr>)
      854    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
      640    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
      437    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
       79    0.000    0.000    0.000    0.000 typing.py:262(_collect_parameters)
      440    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
      438    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
       50    0.000    0.000    0.000    0.000 ipaddress.py:1920(__init__)
      439    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
       25    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
        7    0.000    0.000    0.000    0.000 typing.py:1822(__new__)
      413    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
        1    0.000    0.000    0.000    0.000 idnadata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
      718    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 response.py:577(__init__)
        2    0.000    0.000    0.000    0.000 request.py:2505(getproxies_environment)
        1    0.000    0.000    0.000    0.000 adapters.py:446(get_connection_with_tls_context)
      318    0.000    0.000    0.000    0.000 enum.py:79(_is_private)
      188    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        3    0.000    0.000    0.000    0.000 __init__.py:73(import_module)
      210    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
        1    0.000    0.000    0.000    0.000 compat.py:18(_resolve_char_detection)
      731    0.000    0.000    0.000    0.000 _parser.py:83(groups)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1680(extract_cookies)
      642    0.000    0.000    0.000    0.000 ssl.py:1083(_checkClosed)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1375(_gcd_import)
      188    0.000    0.000    0.000    0.000 _parser.py:231(__init__)
      502    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
      595    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
        1    0.000    0.000    0.000    0.000 element.py:115(ContentMetaAttributeValue)
      595    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
      189    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
       12    0.000    0.000    0.000    0.000 enum.py:1414(_missing_)
        1    0.000    0.000    0.000    0.000 socks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:2815(NamedTuple)
     1670    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
      254    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
      644    0.000    0.000    0.000    0.000 element.py:2203(_normalize_search_value)
       17    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 models.py:244(CharsetMatches)
       31    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
       10    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
      299    0.000    0.000    0.000    0.000 enum.py:38(_is_descriptor)
        1    0.000    0.000    0.000    0.000 poolmanager.py:276(connection_from_host)
        1    0.000    0.000    0.000    0.000 connection.py:335(putrequest)
     1059    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        4    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
       20    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
      254    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:496(DetectsXMLParsedAsHTML)
        1    0.000    0.000    0.000    0.000 poolmanager.py:305(connection_from_context)
       49    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
       33    0.000    0.000    0.000    0.000 typing.py:345(_remove_dups_flatten)
        1    0.000    0.000    0.000    0.000 weakref.py:585(__call__)
        1    0.000    0.000    0.000    0.000 _text.py:1(<module>)
      912    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1170(_close_pool_connections)
        1    0.000    0.000    0.000    0.000 utils.py:765(should_bypass_proxies)
       10    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
       73    0.000    0.000    0.000    0.000 _parser.py:274(getuntil)
        3    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        2    0.000    0.000    0.000    0.000 cookiejar.py:1599(make_cookies)
    68/37    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 client.py:1136(putrequest)
      347    0.000    0.000    0.000    0.000 enum.py:48(_is_dunder)
        1    0.000    0.000    0.000    0.000 message.py:483(items)
        1    0.000    0.000    0.000    0.000 models.py:409(prepare_url)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:330(connection_from_pool_key)
       31    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
      254    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
    68/37    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
      189    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
       12    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
      376    0.000    0.000    0.000    0.000 _compiler.py:570(isstring)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1651(_ip_int_from_string)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1567(__init__)
      212    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
        2    0.000    0.000    0.000    0.000 url.py:367(parse_url)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
     1059    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        5    0.000    0.000    0.000    0.000 typing.py:1548(__getitem__)
        1    0.000    0.000    0.000    0.000 poolmanager.py:229(_new_pool)
       74    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
      270    0.000    0.000    0.000    0.000 types.py:192(__init__)
    87/85    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
        1    0.000    0.000    0.000    0.000 connectionpool.py:980(__init__)
       30    0.000    0.000    0.000    0.000 feedparser.py:127(__next__)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       10    0.000    0.000    0.000    0.000 parse.py:374(urlparse)
      161    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        6    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
      512    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 message.py:529(get_all)
      210    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      405    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
      266    0.000    0.000    0.000    0.000 element.py:1543(get)
       25    0.000    0.000    0.000    0.000 _collections.py:300(add)
        3    0.000    0.000    0.000    0.000 message.py:620(get_content_maintype)
        1    0.000    0.000    0.000    0.000 request.py:2542(proxy_bypass_environment)
      217    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
       29    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
      450    0.000    0.000    0.000    0.000 typing.py:935(__eq__)
        1    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        1    0.000    0.000    0.000    0.000 __init__.py:60(Sectioned)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
        5    0.000    0.000    0.000    0.000 connection.py:355(putheader)
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
      212    0.000    0.000    0.000    0.000 <frozen os>:703(__iter__)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
        1    0.000    0.000    0.000    0.000 feedparser.py:182(close)
      336    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
      267    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
      318    0.000    0.000    0.000    0.000 enum.py:59(_is_sunder)
      952    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 _adapters.py:19(Message)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
      188    0.000    0.000    0.000    0.000 _parser.py:953(fix_flags)
       22    0.000    0.000    0.000    0.000 util.py:16(lower)
      308    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
        6    0.000    0.000    0.000    0.000 url.py:227(_encode_invalid_chars)
      161    0.000    0.000    0.000    0.000 enum.py:202(__get__)
       55    0.000    0.000    0.000    0.000 __init__.py:255(escape)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
       10    0.000    0.000    0.000    0.000 _text.py:79(__hash__)
       11    0.000    0.000    0.000    0.000 queue.py:122(put)
        1    0.000    0.000    0.000    0.000 response.py:685(_init_length)
        1    0.000    0.000    0.000    0.000 sessions.py:454(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:179(sub)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
      503    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      193    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        1    0.000    0.000    0.000    0.000 sessions.py:390(__init__)
      169    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 connection.py:320(close)
        2    0.000    0.000    0.000    0.000 functools.py:904(wrapper)
      508    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 dammit.py:407(encodings)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
        1    0.000    0.000    0.000    0.000 sessions.py:794(close)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        1    0.000    0.000    0.000    0.000 traceback.py:374(StackSummary)
        1    0.000    0.000    0.000    0.000 __init__.py:199(split)
        2    0.000    0.000    0.000    0.000 client.py:430(close)
        1    0.000    0.000    0.000    0.000 calendar.py:58(Month)
        2    0.000    0.000    0.000    0.000 socket.py:500(close)
        3    0.000    0.000    0.000    0.000 typing.py:1047(_generic_class_getitem)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp1252.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:1013(close)
        7    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
        1    0.000    0.000    0.000    0.000 models.py:11(CharsetMatch)
        1    0.000    0.000    0.000    0.000 models.py:658(__init__)
        1    0.000    0.000    0.000    0.000 message.py:243(get_payload)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
       30    0.000    0.000    0.000    0.000 feedparser.py:77(readline)
       32    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
        2    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        5    0.000    0.000    0.000    0.000 client.py:1292(putheader)
       12    0.000    0.000    0.000    0.000 typing.py:1096(_generic_init_subclass)
      214    0.000    0.000    0.000    0.000 <frozen os>:766(decode)
        2    0.000    0.000    0.000    0.000 adapters.py:536(close)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
       33    0.000    0.000    0.000    0.000 typing.py:1178(__getattr__)
       26    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
       42    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
       12    0.000    0.000    0.000    0.000 queue.py:154(get)
        1    0.000    0.000    0.000    0.000 response.py:316(__init__)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        1    0.000    0.000    0.000    0.000 ssl.py:1309(_real_close)
        2    0.000    0.000    0.000    0.000 response.py:741(_error_catcher)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
       33    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
        1    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
        4    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       53    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
      144    0.000    0.000    0.000    0.000 typing.py:1565(__eq__)
       90    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 models.py:610(prepare_cookies)
      498    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      257    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      103    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      190    0.000    0.000    0.000    0.000 typing.py:1252(__eq__)
        1    0.000    0.000    0.000    0.000 cookies.py:140(get_cookie_header)
        2    0.000    0.000    0.000    0.000 typing.py:1194(__instancecheck__)
        1    0.000    0.000    0.000    0.000 functools.py:774(_find_impl)
       12    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
       55    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 readers.py:17(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:256(_get_conn)
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
       54    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
      254    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
      188    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
      213    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
      210    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        2    0.000    0.000    0.000    0.000 poolmanager.py:267(clear)
        1    0.000    0.000    0.000    0.000 calendar.py:75(Day)
        1    0.000    0.000    0.000    0.000 client.py:1320(endheaders)
      227    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 response.py:641(release_conn)
        1    0.000    0.000    0.000    0.000 functools.py:732(_compose_mro)
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
       26    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        1    0.000    0.000    0.000    0.000 dammit.py:481(find_declared_encoding)
        3    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        7    0.000    0.000    0.000    0.000 financial.py:22(<genexpr>)
        1    0.000    0.000    0.000    0.000 client.py:396(_check_close)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       44    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
      329    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
        1    0.000    0.000    0.000    0.000 client.py:1082(_send_output)
        9    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        1    0.000    0.000    0.000    0.000 ssl.py:441(_encode_hostname)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        7    0.000    0.000    0.000    0.000 typing.py:1841(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:450(_init_decoder)
        7    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
      171    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 element.py:722(find_parent)
       13    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 sessions.py:159(resolve_redirects)
        3    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:1465(__subclasscheck__)
       26    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
      102    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      462    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
       25    0.000    0.000    0.000    0.000 message.py:511(set_raw)
       73    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
        1    0.000    0.000    0.000    0.000 utils.py:539(get_encoding_from_headers)
        1    0.000    0.000    0.000    0.000 element.py:745(find_parents)
        7    0.000    0.000    0.000    0.000 utils.py:345(to_key_val_list)
        2    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
       20    0.000    0.000    0.000    0.000 <frozen _collections_abc>:892(__iter__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
       29    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 adapters.py:546(request_url)
       97    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
    46/45    0.000    0.000    0.000    0.000 typing.py:1258(__hash__)
        1    0.000    0.000    0.000    0.000 pathlib.py:731(parent)
        1    0.000    0.000    0.000    0.000 connectionpool.py:294(_put_conn)
        2    0.000    0.000    0.000    0.000 parse.py:452(urlsplit)
        6    0.000    0.000    0.000    0.000 element.py:273(get_text)
      187    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       11    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        7    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 typing.py:1519(__getitem__)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
        4    0.000    0.000    0.000    0.000 element.py:2155(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        4    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
       12    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
       25    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 client.py:1027(send)
        1    0.000    0.000    0.000    0.000 __init__.py:484(reset)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        2    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
      160    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
    46/27    0.000    0.000    0.000    0.000 typing.py:1573(__hash__)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
       54    0.000    0.000    0.000    0.000 enum.py:785(__delattr__)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
      107    0.000    0.000    0.000    0.000 constant.py:397(<lambda>)
        3    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 adapters.py:202(__init__)
       12    0.000    0.000    0.000    0.000 typing.py:1557(<genexpr>)
        1    0.000    0.000    0.000    0.000 parser.py:256(parse_html_declaration)
        1    0.000    0.000    0.000    0.000 structures.py:76(copy)
        1    0.000    0.000    0.000    0.000 response.py:499(_flush_decoder)
        1    0.000    0.000    0.000    0.000 typing.py:1533(__getitem_inner__)
       10    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        5    0.000    0.000    0.000    0.000 connection.py:404(<genexpr>)
        2    0.000    0.000    0.000    0.000 socket.py:496(_real_close)
      407    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
      270    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
      212    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:1200(sendall)
        2    0.000    0.000    0.000    0.000 utils.py:838(select_proxy)
       98    0.000    0.000    0.000    0.000 dammit.py:134(<genexpr>)
      140    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       41    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        1    0.000    0.000    0.000    0.000 __init__.py:61(lookup)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 {built-in method today}
        2    0.000    0.000    0.000    0.000 ssl.py:670(verify_mode)
       19    0.000    0.000    0.000    0.000 typing.py:2476(overload)
        1    0.000    0.000    0.000    0.000 client.py:425(_close_conn)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
       12    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
      220    0.000    0.000    0.000    0.000 typing.py:1246(<genexpr>)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x7aeb145f4fe0}
       37    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      254    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
       15    0.000    0.000    0.000    0.000 element.py:1417(_all_strings)
        1    0.000    0.000    0.000    0.000 dammit.py:344(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
        1    0.000    0.000    0.000    0.000 dammit.py:522(UnicodeDammit)
       22    0.000    0.000    0.000    0.000 threading.py:394(notify)
      311    0.000    0.000    0.000    0.000 css_parser.py:302(get_name)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:250(handle_decl)
        5    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
        1    0.000    0.000    0.000    0.000 response.py:210(_get_decoder)
        9    0.000    0.000    0.000    0.000 parse.py:164(hostname)
        1    0.000    0.000    0.000    0.000 url.py:349(_encode_target)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        1    0.000    0.000    0.000    0.000 ssl.py:415(Purpose)
        1    0.000    0.000    0.000    0.000 _collections.py:39(_Sentinel)
        5    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        6    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
        1    0.000    0.000    0.000    0.000 client.py:261(__init__)
